num_events,num_failed_logins,num_commands,num_unique_commands,num_downloads,num_uploads,session_duration,label
2,0,0,0,0,0,0.034164,0
5,1,0,0,0,0,1.2245219999999999,0
5,1,0,0,0,0,1.177019,0
5,1,0,0,0,0,1.244627,0
5,1,0,0,0,0,1.236798,0
5,1,0,0,0,0,1.200813,0
5,1,0,0,0,0,2.499988,0
5,1,0,0,0,0,1.166504,0
5,1,0,0,0,0,1.188281,0
5,1,0,0,0,0,1.168833,0
5,1,0,0,0,0,1.16553,0
2,0,0,0,0,0,0.111413,0
5,1,0,0,0,0,1.164432,0
5,1,0,0,0,0,1.179819,0
5,1,0,0,0,0,2.457043,0
5,1,0,0,0,0,1.166946,0
5,1,0,0,0,0,1.165927,0
5,1,0,0,0,0,1.170119,0
5,1,0,0,0,0,1.204997,0
5,1,0,0,0,0,1.177691,0
5,1,0,0,0,0,1.166047,0
5,1,0,0,0,0,1.7374239999999999,0
5,1,0,0,0,0,1.16491,0
5,1,0,0,0,0,1.17433,0
5,1,0,0,0,0,1.179994,0
5,1,0,0,0,0,1.167562,0
2,0,0,0,0,0,30.6084,0
5,1,0,0,0,0,1.18014,0
5,1,0,0,0,0,1.202569,0
5,1,0,0,0,0,1.167145,0
4,0,0,0,0,0,0.603145,0
4,0,0,0,0,0,0.490151,0
4,0,0,0,0,0,1.352728,0
4,0,0,0,0,0,0.977203,0
4,0,0,0,0,0,1.465165,0
5,1,0,0,0,0,1.167995,0
5,1,0,0,0,0,1.168441,0
5,1,0,0,0,0,1.200623,0
5,1,0,0,0,0,1.16887,0
5,1,0,0,0,0,1.167907,0
5,1,0,0,0,0,1.168512,0
5,1,0,0,0,0,1.194975,0
5,1,0,0,0,0,1.185291,0
5,1,0,0,0,0,1.187667,0
5,1,0,0,0,0,1.169932,0
5,1,0,0,0,0,1.23633,0
5,1,0,0,0,0,1.193179,0
5,1,0,0,0,0,1.198418,0
5,1,0,0,0,0,1.1657440000000001,0
5,1,0,0,0,0,1.164482,0
5,1,0,0,0,0,1.169102,0
5,1,0,0,0,0,1.172018,0
5,1,0,0,0,0,1.167297,0
5,1,0,0,0,0,1.167513,0
5,1,0,0,0,0,1.171596,0
5,1,0,0,0,0,1.171694,0
5,1,0,0,0,0,1.166002,0
5,1,0,0,0,0,1.170595,0
5,1,0,0,0,0,1.178345,0
5,1,0,0,0,0,1.195987,0
5,1,0,0,0,0,1.202294,0
5,1,0,0,0,0,1.172007,0
5,1,0,0,0,0,1.200059,0
2,0,0,0,0,0,13.228548,0
2,0,0,0,0,0,13.391475,0
2,0,0,0,0,0,13.573288,0
2,0,0,0,0,0,14.153117,0
2,0,0,0,0,0,13.723817,0
2,0,0,0,0,0,12.699369,0
5,1,0,0,0,0,1.2726600000000001,0
2,0,0,0,0,0,13.516149,0
5,1,0,0,0,0,1.180965,0
2,0,0,0,0,0,13.481188,0
2,0,0,0,0,0,13.704177,0
2,0,0,0,0,0,12.869401,0
2,0,0,0,0,0,12.915296,0
2,0,0,0,0,0,13.549343,0
2,0,0,0,0,0,13.750111,0
5,1,0,0,0,0,1.188057,0
2,0,0,0,0,0,13.449251,0
2,0,0,0,0,0,13.384103,0
2,0,0,0,0,0,12.583717,0
2,0,0,0,0,0,13.396833,0
2,0,0,0,0,0,13.827715,0
2,0,0,0,0,0,12.788308,0
2,0,0,0,0,0,12.735899,0
2,0,0,0,0,0,14.146083,0
2,0,0,0,0,0,13.68047,0
5,1,0,0,0,0,1.165609,0
2,0,0,0,0,0,13.608678,0
2,0,0,0,0,0,13.629164,0
2,0,0,0,0,0,13.652366,0
2,0,0,0,0,0,12.848043,0
2,0,0,0,0,0,12.476277,0
2,0,0,0,0,0,12.524918,0
2,0,0,0,0,0,13.811634,0
2,0,0,0,0,0,13.673358,0
5,1,0,0,0,0,1.170906,0
2,0,0,0,0,0,12.934066,0
2,0,0,0,0,0,12.502242,0
2,0,0,0,0,0,13.269795,0
2,0,0,0,0,0,13.597122,0
2,0,0,0,0,0,13.583424,0
2,0,0,0,0,0,12.806552,0
2,0,0,0,0,0,13.85824,0
5,1,0,0,0,0,1.181895,0
2,0,0,0,0,0,13.417335,0
2,0,0,0,0,0,12.675894,0
2,0,0,0,0,0,13.327128,0
2,0,0,0,0,0,12.712135,0
2,0,0,0,0,0,13.672397,0
2,0,0,0,0,0,13.388157,0
2,0,0,0,0,0,13.764481,0
2,0,0,0,0,0,13.457695,0
5,1,0,0,0,0,1.194443,0
2,0,0,0,0,0,13.509291,0
2,0,0,0,0,0,12.672883,0
2,0,0,0,0,0,13.619346,0
2,0,0,0,0,0,12.719545,0
2,0,0,0,0,0,13.918086,0
2,0,0,0,0,0,12.880617,0
2,0,0,0,0,0,13.823799,0
2,0,0,0,0,0,13.728325,0
5,1,0,0,0,0,1.204455,0
2,0,0,0,0,0,13.69987,0
2,0,0,0,0,0,12.51158,0
2,0,0,0,0,0,13.587852,0
2,0,0,0,0,0,13.575249,0
2,0,0,0,0,0,13.8451,0
2,0,0,0,0,0,13.505178,0
5,1,0,0,0,0,1.167182,0
2,0,0,0,0,0,12.815304,0
2,0,0,0,0,0,12.6474,0
2,0,0,0,0,0,12.818933,0
2,0,0,0,0,0,13.388093,0
2,0,0,0,0,0,13.391671,0
2,0,0,0,0,0,12.549803,0
2,0,0,0,0,0,12.727235,0
2,0,0,0,0,0,12.857774,0
5,1,0,0,0,0,1.165778,0
2,0,0,0,0,0,13.685794,0
2,0,0,0,0,0,12.624561,0
2,0,0,0,0,0,13.707370000000001,0
2,0,0,0,0,0,13.794445,0
2,0,0,0,0,0,12.879867,0
2,0,0,0,0,0,12.962785,0
2,0,0,0,0,0,13.760494,0
5,1,0,0,0,0,1.164764,0
2,0,0,0,0,0,13.775915,0
2,0,0,0,0,0,13.305722,0
2,0,0,0,0,0,13.633662,0
2,0,0,0,0,0,13.419197,0
2,0,0,0,0,0,13.355398,0
2,0,0,0,0,0,13.682584,0
5,1,0,0,0,0,1.165154,0
2,0,0,0,0,0,13.57815,0
2,0,0,0,0,0,12.669132,0
2,0,0,0,0,0,13.66945,0
2,0,0,0,0,0,13.739292,0
2,0,0,0,0,0,12.65344,0
2,0,0,0,0,0,13.245963,0
5,1,0,0,0,0,1.167291,0
2,0,0,0,0,0,12.708083,0
2,0,0,0,0,0,12.636866,0
2,0,0,0,0,0,12.853359,0
2,0,0,0,0,0,12.678512,0
2,0,0,0,0,0,12.596625,0
2,0,0,0,0,0,12.635705,0
5,1,0,0,0,0,1.166611,0
2,0,0,0,0,0,13.283216,0
2,0,0,0,0,0,13.671441,0
2,0,0,0,0,0,13.289108,0
2,0,0,0,0,0,12.44946,0
5,1,0,0,0,0,1.165631,0
5,1,0,0,0,0,1.231949,0
5,1,0,0,0,0,1.177159,0
2,0,0,0,0,0,12.71162,0
5,1,0,0,0,0,1.167531,0
2,0,0,0,0,0,12.821672,0
2,0,0,0,0,0,12.617113,0
5,1,0,0,0,0,1.167285,0
2,0,0,0,0,0,12.797388,0
2,0,0,0,0,0,12.732781,0
5,1,0,0,0,0,1.262821,0
2,0,0,0,0,0,12.773509,0
2,0,0,0,0,0,12.746448000000001,0
5,1,0,0,0,0,1.16512,0
2,0,0,0,0,0,12.613794,0
2,0,0,0,0,0,12.875709,0
5,1,0,0,0,0,1.173239,0
2,0,0,0,0,0,12.853571,0
2,0,0,0,0,0,12.743976,0
5,1,0,0,0,0,1.165755,0
2,0,0,0,0,0,12.592234,0
2,0,0,0,0,0,12.896166000000001,0
5,1,0,0,0,0,1.166031,0
2,0,0,0,0,0,12.58637,0
2,0,0,0,0,0,12.866009,0
5,1,0,0,0,0,1.168019,0
2,0,0,0,0,0,12.633656,0
5,1,0,0,0,0,1.188774,0
2,0,0,0,0,0,12.8367,0
2,0,0,0,0,0,12.762385,0
5,1,0,0,0,0,1.167977,0
2,0,0,0,0,0,12.783823,0
2,0,0,0,0,0,12.712649,0
5,1,0,0,0,0,1.195531,0
2,0,0,0,0,0,12.725125,0
2,0,0,0,0,0,12.633356,0
5,1,0,0,0,0,1.166427,0
2,0,0,0,0,0,12.771315,0
2,0,0,0,0,0,12.792957,0
5,1,0,0,0,0,1.18475,0
2,0,0,0,0,0,12.688148,0
5,1,0,0,0,0,1.189684,0
5,1,0,0,0,0,1.272988,0
5,1,0,0,0,0,1.171047,0
5,1,0,0,0,0,1.164446,0
5,1,0,0,0,0,1.206714,0
5,1,0,0,0,0,1.197208,0
5,1,0,0,0,0,1.167927,0
5,1,0,0,0,0,1.168585,0
5,1,0,0,0,0,1.175364,0
5,1,0,0,0,0,1.195929,0
5,1,0,0,0,0,1.179954,0
5,1,0,0,0,0,1.166834,0
5,1,0,0,0,0,1.166012,0
5,1,0,0,0,0,1.169104,0
5,1,0,0,0,0,1.163982,0
5,1,0,0,0,0,1.169384,0
5,1,0,0,0,0,1.245216,0
5,1,0,0,0,0,1.166119,0
5,1,0,0,0,0,1.18602,0
5,1,0,0,0,0,1.17138,0
2,0,0,0,0,0,0.142251,0
2,0,0,0,0,0,0.112405,0
5,1,0,0,0,0,1.163703,0
5,1,0,0,0,0,1.165633,0
5,1,0,0,0,0,1.211401,0
5,1,0,0,0,0,1.168204,0
5,1,0,0,0,0,1.19254,0
5,1,0,0,0,0,1.195185,0
5,1,0,0,0,0,1.166013,0
2,0,0,0,0,0,33.582266,0
5,1,0,0,0,0,1.164268,0
5,1,0,0,0,0,1.578672,0
2,0,0,0,0,0,0.071689,0
5,1,0,0,0,0,1.168065,0
5,1,0,0,0,0,1.175749,0
5,1,0,0,0,0,1.166235,0
5,1,0,0,0,0,1.179901,0
5,1,0,0,0,0,1.167996,0
5,1,0,0,0,0,1.173232,0
5,1,0,0,0,0,1.1672069999999999,0
5,1,0,0,0,0,1.168395,0
5,1,0,0,0,0,1.223048,0
5,1,0,0,0,0,1.208711,0
5,1,0,0,0,0,1.193052,0
5,1,0,0,0,0,1.165503,0
5,1,0,0,0,0,1.194111,0
5,1,0,0,0,0,1.183477,0
5,1,0,0,0,0,1.566799,0
5,1,0,0,0,0,1.169114,0
5,1,0,0,0,0,1.21884,0
5,1,0,0,0,0,1.194234,0
5,1,0,0,0,0,1.19559,0
4,0,0,0,0,0,9.998833,0
5,1,0,0,0,0,1.18931,0
2,0,0,0,0,0,36.619794,0
5,1,0,0,0,0,1.2301199999999999,0
5,1,0,0,0,0,1.181494,0
5,1,0,0,0,0,1.183412,0
5,1,0,0,0,0,1.165253,0
5,1,0,0,0,0,1.165559,0
5,1,0,0,0,0,1.175702,0
5,1,0,0,0,0,1.16487,0
5,1,0,0,0,0,1.167037,0
5,1,0,0,0,0,1.1677279999999999,0
5,1,0,0,0,0,1.166241,0
5,1,0,0,0,0,1.16392,0
5,1,0,0,0,0,1.255445,0
2,0,0,0,0,0,30.372092,0
5,1,0,0,0,0,1.576322,0
5,1,0,0,0,0,1.177109,0
5,1,0,0,0,0,1.170067,0
5,1,0,0,0,0,1.166911,0
5,1,0,0,0,0,1.16753,0
5,1,0,0,0,0,1.172538,0
5,1,0,0,0,0,1.166471,0
2,0,0,0,0,0,0.033782,0
5,1,0,0,0,0,1.247753,0
5,1,0,0,0,0,1.183196,0
5,1,0,0,0,0,1.568558,0
5,1,0,0,0,0,1.26608,0
5,1,0,0,0,0,1.22113,0
5,1,0,0,0,0,1.21712,0
5,1,0,0,0,0,1.168351,0
5,1,0,0,0,0,1.196937,0
5,1,0,0,0,0,1.201356,0
5,1,0,0,0,0,1.301526,0
5,1,0,0,0,0,1.167366,0
5,1,0,0,0,0,1.220899,0
5,1,0,0,0,0,1.191376,0
5,1,0,0,0,0,1.169098,0
5,1,0,0,0,0,1.197889,0
5,1,0,0,0,0,1.289543,0
5,1,0,0,0,0,1.235698,0
5,1,0,0,0,0,1.231996,0
5,1,0,0,0,0,1.168335,0
5,1,0,0,0,0,1.197402,0
5,1,0,0,0,0,1.193978,0
5,1,0,0,0,0,1.5691009999999999,0
5,1,0,0,0,0,1.1664539999999999,0
5,1,0,0,0,0,1.169012,0
5,1,0,0,0,0,1.16529,0
5,1,0,0,0,0,1.16763,0
5,1,0,0,0,0,1.166712,0
5,1,0,0,0,0,1.169827,0
5,1,0,0,0,0,1.200662,0
5,1,0,0,0,0,1.223027,0
5,1,0,0,0,0,1.200945,0
5,1,0,0,0,0,1.169113,0
5,1,0,0,0,0,1.206603,0
5,1,0,0,0,0,1.177795,0
5,1,0,0,0,0,1.16547,0
5,1,0,0,0,0,1.197196,0
5,1,0,0,0,0,1.20369,0
2,0,0,0,0,0,7.616594,0
5,1,0,0,0,0,1.1678709999999999,0
3,0,0,0,0,0,120.003697,0
5,1,0,0,0,0,1.201978,0
5,1,0,0,0,0,1.589267,0
2,0,0,0,0,0,30.762795,0
3,0,0,0,0,0,120.002724,0
5,1,0,0,0,0,1.176906,0
3,0,0,0,0,0,120.006834,0
5,1,0,0,0,0,1.167954,0
5,1,0,0,0,0,1.1676980000000001,0
3,0,0,0,0,0,120.004865,0
5,1,0,0,0,0,1.167031,0
5,1,0,0,0,0,1.210097,0
5,1,0,0,0,0,1.183546,0
3,0,0,0,0,0,120.007682,0
5,1,0,0,0,0,1.168224,0
5,1,0,0,0,0,1.231289,0
5,1,0,0,0,0,1.203603,0
5,1,0,0,0,0,1.168565,0
5,1,0,0,0,0,1.2399580000000001,0
5,1,0,0,0,0,1.174198,0
5,1,0,0,0,0,1.251177,0
5,1,0,0,0,0,1.183892,0
5,1,0,0,0,0,1.208923,0
4,0,0,0,0,0,0.194263,0
5,1,0,0,0,0,1.270753,0
5,1,0,0,0,0,1.197773,0
5,1,0,0,0,0,1.168323,0
5,1,0,0,0,0,1.5694460000000001,0
5,1,0,0,0,0,1.204145,0
5,1,0,0,0,0,1.265635,0
5,1,0,0,0,0,1.219273,0
5,1,0,0,0,0,1.168279,0
5,1,0,0,0,0,1.20692,0
5,1,0,0,0,0,1.204194,0
5,1,0,0,0,0,1.168008,0
5,1,0,0,0,0,1.168267,0
5,1,0,0,0,0,1.171601,0
5,1,0,0,0,0,1.255782,0
5,1,0,0,0,0,1.208086,0
5,1,0,0,0,0,1.179513,0
5,1,0,0,0,0,1.17354,0
2,0,0,0,0,0,13.829899,0
5,1,0,0,0,0,1.165638,0
5,1,0,0,0,0,1.180831,0
5,1,0,0,0,0,1.165631,0
3,0,0,0,0,0,0.001156,0
5,1,0,0,0,0,1.166475,0
5,1,0,0,0,0,1.5794329999999999,0
5,1,0,0,0,0,1.168971,0
5,0,0,0,0,0,0.642923,0
5,1,0,0,0,0,1.199478,0
5,1,0,0,0,0,1.193911,0
5,1,0,0,0,0,1.189424,0
5,1,0,0,0,0,1.230314,0
5,1,0,0,0,0,1.16848,0
5,1,0,0,0,0,1.232132,0
5,1,0,0,0,0,1.168719,0
5,1,0,0,0,0,1.227496,0
5,1,0,0,0,0,1.18772,0
5,1,0,0,0,0,1.16937,0
5,1,0,0,0,0,1.1809669999999999,0
5,1,0,0,0,0,1.268826,0
2,0,0,0,0,0,13.25127,0
5,1,0,0,0,0,1.1770990000000001,0
5,1,0,0,0,0,1.204486,0
2,0,0,0,0,0,0.035548,0
5,1,0,0,0,0,1.165971,0
5,1,0,0,0,0,1.5804740000000002,0
5,1,0,0,0,0,1.226021,0
5,1,0,0,0,0,1.190842,0
5,1,0,0,0,0,1.202494,0
5,1,0,0,0,0,1.16771,0
2,0,0,0,0,0,31.700625,0
5,1,0,0,0,0,1.9990269999999999,0
2,0,0,0,0,0,30.814042,0
2,0,0,0,0,0,12.512014,0
2,0,0,0,0,0,12.687603,0
5,1,0,0,0,0,1.579272,0
5,1,0,0,0,0,13.965586,0
2,0,0,0,0,0,12.86612,0
5,1,0,0,0,0,12.062103,0
2,0,0,0,0,0,12.650478,0
5,1,0,0,0,0,9.598288,0
2,0,0,0,0,0,12.815716,0
5,1,0,0,0,0,12.446289,0
2,0,0,0,0,0,12.666342,0
5,1,0,0,0,0,19.4756,0
2,0,0,0,0,0,12.787743,0
2,0,0,0,0,0,14.217704,0
2,0,0,0,0,0,12.750463,0
5,1,0,0,0,0,11.207072,0
5,1,0,0,0,0,12.755243,0
2,0,0,0,0,0,12.719282,0
5,1,0,0,0,0,16.524838,0
2,0,0,0,0,0,12.60756,0
2,0,0,0,0,0,12.861344,0
2,0,0,0,0,0,12.63968,0
2,0,0,0,0,0,12.59905,0
5,1,0,0,0,0,12.860498,0
2,0,0,0,0,0,12.860522,0
2,0,0,0,0,0,12.706417,0
5,1,0,0,0,0,12.659074,0
2,0,0,0,0,0,12.574132,0
2,0,0,0,0,0,12.692579,0
5,1,0,0,0,0,13.612075,0
5,1,0,0,0,0,1.239909,0
2,0,0,0,0,0,12.838481999999999,0
2,0,0,0,0,0,12.840331,0
5,1,0,0,0,0,10.406534,0
2,0,0,0,0,0,12.66761,0
2,0,0,0,0,0,12.686086,0
5,1,0,0,0,0,12.80147,0
2,0,0,0,0,0,12.660215,0
5,1,0,0,0,0,10.581472,0
2,0,0,0,0,0,12.65812,0
5,1,0,0,0,0,8.593811,0
2,0,0,0,0,0,12.810766,0
2,0,0,0,0,0,12.679766,0
5,1,0,0,0,0,10.86853,0
2,0,0,0,0,0,12.770891,0
2,0,0,0,0,0,12.707961,0
5,1,0,0,0,0,9.050899,0
2,0,0,0,0,0,12.726093,0
2,0,0,0,0,0,12.765881,0
5,1,0,0,0,0,11.513498,0
2,0,0,0,0,0,12.560519,0
5,1,0,0,0,0,11.709223,0
2,0,0,0,0,0,12.849191,0
2,0,0,0,0,0,12.844876,0
5,1,0,0,0,0,12.423111,0
2,0,0,0,0,0,12.678484,0
2,0,0,0,0,0,12.723856,0
2,0,0,0,0,0,12.685624,0
5,1,0,0,0,0,1.205873,0
2,0,0,0,0,0,12.78324,0
2,0,0,0,0,0,12.787722,0
2,0,0,0,0,0,12.655403,0
2,0,0,0,0,0,12.587933,0
2,0,0,0,0,0,12.508886,0
2,0,0,0,0,0,12.777187,0
2,0,0,0,0,0,12.74862,0
2,0,0,0,0,0,12.705441,0
2,0,0,0,0,0,12.829186,0
2,0,0,0,0,0,12.608966,0
5,1,0,0,0,0,1.566408,0
2,0,0,0,0,0,12.759215,0
2,0,0,0,0,0,12.641418,0
2,0,0,0,0,0,12.590184,0
2,0,0,0,0,0,12.697473,0
2,0,0,0,0,0,31.032907,0
2,0,0,0,0,0,120.001149,0
2,0,0,0,0,0,0.116802,0
4,0,0,0,0,0,0.452236,0
3,0,0,0,0,0,0.329358,0
5,1,0,0,0,0,1.234318,0
2,0,0,0,0,0,14.142096,0
5,1,0,0,0,0,1.3012679999999999,0
2,0,0,0,0,0,0.144404,0
2,0,0,0,0,0,3.016767,0
4,0,0,0,0,0,19.696875,0
2,0,0,0,0,0,0.149957,0
2,0,0,0,0,0,0.001615,0
5,1,0,0,0,0,1.241378,0
5,1,0,0,0,0,1.165354,0
5,1,0,0,0,0,1.574757,0
5,1,0,0,0,0,1.567513,0
2,0,0,0,0,0,13.78325,0
2,0,0,0,0,0,30.775003,0
5,1,0,0,0,0,1.568146,0
5,1,0,0,0,0,1.284802,0
5,1,0,0,0,0,1.656925,0
2,0,0,0,0,0,14.272531,0
4,0,0,0,0,0,4.87782,0
5,1,0,0,0,0,1.565057,0
2,0,0,0,0,0,33.661094,0
5,1,0,0,0,0,1.6779570000000001,0
5,1,0,0,0,0,1.561756,0
5,1,0,0,0,0,1.237022,0
5,1,0,0,0,0,1.568784,0
5,1,0,0,0,0,1.5663019999999999,0
5,1,0,0,0,0,1.55275,0
4,0,0,0,0,0,10.105381,0
5,1,0,0,0,0,1.231462,0
5,1,0,0,0,0,1.564961,0
2,0,0,0,0,0,0.739722,0
2,0,0,0,0,0,13.470601,0
2,0,0,0,0,0,30.802574,0
2,0,0,0,0,0,30.712263,0
5,1,0,0,0,0,1.572986,0
5,1,0,0,0,0,1.185535,0
5,1,0,0,0,0,1.187306,0
5,1,0,0,0,0,1.557738,0
5,1,0,0,0,0,1.215379,0
5,1,0,0,0,0,1.166493,0
5,1,0,0,0,0,1.198772,0
5,1,0,0,0,0,1.171489,0
5,1,0,0,0,0,1.174629,0
5,1,0,0,0,0,1.194776,0
5,1,0,0,0,0,1.2254019999999999,0
5,1,0,0,0,0,1.26739,0
5,1,0,0,0,0,1.20525,0
5,1,0,0,0,0,1.2270349999999999,0
5,1,0,0,0,0,1.163791,0
5,1,0,0,0,0,1.1689180000000001,0
5,1,0,0,0,0,1.1894230000000001,0
5,1,0,0,0,0,1.189415,0
5,1,0,0,0,0,1.167666,0
5,1,0,0,0,0,1.570476,0
5,1,0,0,0,0,1.21452,0
5,1,0,0,0,0,1.175575,0
5,1,0,0,0,0,1.165524,0
5,1,0,0,0,0,1.177607,0
5,1,0,0,0,0,1.207946,0
5,1,0,0,0,0,1.179192,0
5,1,0,0,0,0,1.198848,0
5,1,0,0,0,0,1.200077,0
5,1,0,0,0,0,1.165444,0
